"LE_orig"	"LE_f"	"LE_fqc"	"LE_fall"	"LE_fall_qc"	"LE_fnum"	"LE_fsd"	"LE_fmeth"	"LE_fwin"
NA	5.82589743589744	1	5.82589743589744	1	78	9.81030076665344	1	14
NA	5.69701298701299	1	5.69701298701299	1	77	9.80793664455034	1	14
NA	3.32192771084337	1	3.32192771084337	1	83	7.38326625748096	1	14
0.28	0.28	0	0.28	NA	NA	NA	NA	NA
3.19	3.19	0	3.19	NA	NA	NA	NA	NA
-9.69	-9.69	0	-9.69	NA	NA	NA	NA	NA
2.27	2.27	0	2.27	NA	NA	NA	NA	NA
-10.26	-10.26	0	-10.26	NA	NA	NA	NA	NA
1.26	1.26	0	1.26	NA	NA	NA	NA	NA
4.37	4.37	0	4.37	NA	NA	NA	NA	NA
40.09	40.09	0	40.09	NA	NA	NA	NA	NA
36.46	36.46	0	36.46	NA	NA	NA	NA	NA
125.85	125.85	0	125.85	NA	NA	NA	NA	NA
177.94	177.94	0	177.94	NA	NA	NA	NA	NA
294.54	294.54	0	294.54	NA	NA	NA	NA	NA
317.78	317.78	0	317.78	NA	NA	NA	NA	NA
395.06	395.06	0	395.06	NA	NA	NA	NA	NA
391.07	391.07	0	391.07	NA	NA	NA	NA	NA
424.34	424.34	0	424.34	NA	NA	NA	NA	NA
506.68	506.68	0	506.68	NA	NA	NA	NA	NA
527.48	527.48	0	527.48	NA	NA	NA	NA	NA
521.01	521.01	0	521.01	NA	NA	NA	NA	NA
458.09	458.09	0	458.09	NA	NA	NA	NA	NA
594.91	594.91	0	594.91	NA	NA	NA	NA	NA
570.07	570.07	0	570.07	NA	NA	NA	NA	NA
578.91	578.91	0	578.91	NA	NA	NA	NA	NA
568.98	568.98	0	568.98	NA	NA	NA	NA	NA
516.18	516.18	0	516.18	NA	NA	NA	NA	NA
423.35	423.35	0	423.35	NA	NA	NA	NA	NA
426.79	426.79	0	426.79	NA	NA	NA	NA	NA
361.45	361.45	0	361.45	NA	NA	NA	NA	NA
268.94	268.94	0	268.94	NA	NA	NA	NA	NA
172.32	172.32	0	172.32	NA	NA	NA	NA	NA
174.45	174.45	0	174.45	NA	NA	NA	NA	NA
117.31	117.31	0	117.31	NA	NA	NA	NA	NA
43.16	43.16	0	43.16	NA	NA	NA	NA	NA
25.03	25.03	0	25.03	NA	NA	NA	NA	NA
11.26	11.26	0	11.26	NA	NA	NA	NA	NA
15.61	15.61	0	15.61	NA	NA	NA	NA	NA
2.49	2.49	0	2.49	NA	NA	NA	NA	NA
NA	13.0001724137931	1	13.0001724137931	1	58	11.6208542868292	1	14
11.38	11.38	0	11.38	NA	NA	NA	NA	NA
10.22	10.22	0	10.22	NA	NA	NA	NA	NA
2.56	2.56	0	2.56	NA	NA	NA	NA	NA
7.68	7.68	0	7.68	NA	NA	NA	NA	NA
5.93	5.93	0	5.93	NA	NA	NA	NA	NA
4.93	4.93	0	4.93	NA	NA	NA	NA	NA
4.64	4.64	0	4.64	NA	NA	NA	NA	NA
1.43	1.43	0	1.43	NA	NA	NA	NA	NA
NA	2.38024691358025	1	2.38024691358025	1	81	6.00105448552766	1	14
NA	2.51679487179487	1	2.51679487179487	1	78	5.73436632298697	1	14
2.89	2.89	0	2.89	NA	NA	NA	NA	NA
1.78	1.78	0	1.78	NA	NA	NA	NA	NA
NA	3.02402777777778	1	3.02402777777778	1	72	6.48088536372995	1	14
-8.47	-8.47	0	-8.47	NA	NA	NA	NA	NA
-2.01	-2.01	0	-2.01	NA	NA	NA	NA	NA
-7.13	-7.13	0	-7.13	NA	NA	NA	NA	NA
NA	3.51648648648649	1	3.51648648648649	1	74	7.25976686150296	1	14
32.23	32.23	0	32.23	NA	NA	NA	NA	NA
87.44	87.44	0	87.44	NA	NA	NA	NA	NA
111.19	111.19	0	111.19	NA	NA	NA	NA	NA
155.73	155.73	0	155.73	NA	NA	NA	NA	NA
214.75	214.75	0	214.75	NA	NA	NA	NA	NA
272.53	272.53	0	272.53	NA	NA	NA	NA	NA
291.09	291.09	0	291.09	NA	NA	NA	NA	NA
375.23	375.23	0	375.23	NA	NA	NA	NA	NA
400.42	400.42	0	400.42	NA	NA	NA	NA	NA
441.23	441.23	0	441.23	NA	NA	NA	NA	NA
467.67	467.67	0	467.67	NA	NA	NA	NA	NA
517.58	517.58	0	517.58	NA	NA	NA	NA	NA
500.25	500.25	0	500.25	NA	NA	NA	NA	NA
602.9	602.9	0	602.9	NA	NA	NA	NA	NA
672.05	672.05	0	672.05	NA	NA	NA	NA	NA
619.12	619.12	0	619.12	NA	NA	NA	NA	NA
600.78	600.78	0	600.78	NA	NA	NA	NA	NA
561.54	561.54	0	561.54	NA	NA	NA	NA	NA
470.29	470.29	0	470.29	NA	NA	NA	NA	NA
431.73	431.73	0	431.73	NA	NA	NA	NA	NA
368.75	368.75	0	368.75	NA	NA	NA	NA	NA
342.11	342.11	0	342.11	NA	NA	NA	NA	NA
267.21	267.21	0	267.21	NA	NA	NA	NA	NA
181.82	181.82	0	181.82	NA	NA	NA	NA	NA
103.19	103.19	0	103.19	NA	NA	NA	NA	NA
27.03	27.03	0	27.03	NA	NA	NA	NA	NA
-4.05	-4.05	0	-4.05	NA	NA	NA	NA	NA
1.53	1.53	0	1.53	NA	NA	NA	NA	NA
2.99	2.99	0	2.99	NA	NA	NA	NA	NA
27.08	27.08	0	27.08	NA	NA	NA	NA	NA
15.75	15.75	0	15.75	NA	NA	NA	NA	NA
16.96	16.96	0	16.96	NA	NA	NA	NA	NA
33.3	33.3	0	33.3	NA	NA	NA	NA	NA
4.29	4.29	0	4.29	NA	NA	NA	NA	NA
6.47	6.47	0	6.47	NA	NA	NA	NA	NA
2.13	2.13	0	2.13	NA	NA	NA	NA	NA
NA	2.88048192771084	1	2.88048192771084	1	83	6.70851441219081	1	14
8.74	8.74	0	8.74	NA	NA	NA	NA	NA
NA	3.01457831325301	1	3.01457831325301	1	83	6.26094812838704	1	14
NA	2.97573170731707	1	2.97573170731707	1	82	6.28940516736115	1	14
-1.16	-1.16	0	-1.16	NA	NA	NA	NA	NA
2.69	2.69	0	2.69	NA	NA	NA	NA	NA
-3.92	-3.92	0	-3.92	NA	NA	NA	NA	NA
NA	3.6377358490566	1	3.6377358490566	1	53	7.6149065961011	1	14
4.37	4.37	0	4.37	NA	NA	NA	NA	NA
-1.89	-1.89	0	-1.89	NA	NA	NA	NA	NA
3.75	3.75	0	3.75	NA	NA	NA	NA	NA
NA	3.4591935483871	1	3.4591935483871	1	62	8.16101855953888	1	14
52.51	52.51	0	52.51	NA	NA	NA	NA	NA
75.6	75.6	0	75.6	NA	NA	NA	NA	NA
125.83	125.83	0	125.83	NA	NA	NA	NA	NA
136.79	136.79	0	136.79	NA	NA	NA	NA	NA
227.65	227.65	0	227.65	NA	NA	NA	NA	NA
240.08	240.08	0	240.08	NA	NA	NA	NA	NA
344.52	344.52	0	344.52	NA	NA	NA	NA	NA
350.09	350.09	0	350.09	NA	NA	NA	NA	NA
368.45	368.45	0	368.45	NA	NA	NA	NA	NA
395.68	395.68	0	395.68	NA	NA	NA	NA	NA
428.62	428.62	0	428.62	NA	NA	NA	NA	NA
481.62	481.62	0	481.62	NA	NA	NA	NA	NA
490.22	490.22	0	490.22	NA	NA	NA	NA	NA
477.32	477.32	0	477.32	NA	NA	NA	NA	NA
490.9	490.9	0	490.9	NA	NA	NA	NA	NA
517.12	517.12	0	517.12	NA	NA	NA	NA	NA
515.87	515.87	0	515.87	NA	NA	NA	NA	NA
567	567	0	567	NA	NA	NA	NA	NA
531.62	531.62	0	531.62	NA	NA	NA	NA	NA
349.12	349.12	0	349.12	NA	NA	NA	NA	NA
345.33	345.33	0	345.33	NA	NA	NA	NA	NA
279.86	279.86	0	279.86	NA	NA	NA	NA	NA
223.26	223.26	0	223.26	NA	NA	NA	NA	NA
194.66	194.66	0	194.66	NA	NA	NA	NA	NA
81.09	81.09	0	81.09	NA	NA	NA	NA	NA
60.68	60.68	0	60.68	NA	NA	NA	NA	NA
NA	11.44	1	11.44	1	2	42.3698383286979	1	14
41.4	41.4	0	41.4	NA	NA	NA	NA	NA
16.99	16.99	0	16.99	NA	NA	NA	NA	NA
11.35	11.35	0	11.35	NA	NA	NA	NA	NA
NA	12.92265625	1	12.92265625	1	64	11.1810585639339	1	14
-0.4	-0.4	0	-0.4	NA	NA	NA	NA	NA
NA	7.8587323943662	1	7.8587323943662	1	71	10.1000749544004	1	14
21.42	21.42	0	21.42	NA	NA	NA	NA	NA
7.03	7.03	0	7.03	NA	NA	NA	NA	NA
-0.56	-0.56	0	-0.56	NA	NA	NA	NA	NA
2.73	2.73	0	2.73	NA	NA	NA	NA	NA
14.32	14.32	0	14.32	NA	NA	NA	NA	NA
8.87	8.87	0	8.87	NA	NA	NA	NA	NA
NA	3.37830769230769	1	3.37830769230769	1	65	8.02795848294236	1	14
3.62	3.62	0	3.62	NA	NA	NA	NA	NA
2.35	2.35	0	2.35	NA	NA	NA	NA	NA
-4.4	-4.4	0	-4.4	NA	NA	NA	NA	NA
1.64	1.64	0	1.64	NA	NA	NA	NA	NA
NA	2.95842105263158	1	2.95842105263158	1	38	8.98234500360953	1	14
2.64	2.64	0	2.64	NA	NA	NA	NA	NA
NA	7.452	1	7.452	1	15	10.2049940155368	1	14
16.65	16.65	0	16.65	NA	NA	NA	NA	NA
46.38	46.38	0	46.38	NA	NA	NA	NA	NA
102.91	102.91	0	102.91	NA	NA	NA	NA	NA
116.58	116.58	0	116.58	NA	NA	NA	NA	NA
257.25	257.25	0	257.25	NA	NA	NA	NA	NA
182.78	182.78	0	182.78	NA	NA	NA	NA	NA
235.1	235.1	0	235.1	NA	NA	NA	NA	NA
370.06	370.06	0	370.06	NA	NA	NA	NA	NA
332.87	332.87	0	332.87	NA	NA	NA	NA	NA
446.62	446.62	0	446.62	NA	NA	NA	NA	NA
414.16	414.16	0	414.16	NA	NA	NA	NA	NA
535.62	535.62	0	535.62	NA	NA	NA	NA	NA
415.49	415.49	0	415.49	NA	NA	NA	NA	NA
509.85	509.85	0	509.85	NA	NA	NA	NA	NA
402.56	402.56	0	402.56	NA	NA	NA	NA	NA
439.16	439.16	0	439.16	NA	NA	NA	NA	NA
424.61	424.61	0	424.61	NA	NA	NA	NA	NA
461.83	461.83	0	461.83	NA	NA	NA	NA	NA
438	438	0	438	NA	NA	NA	NA	NA
399.12	399.12	0	399.12	NA	NA	NA	NA	NA
320.69	320.69	0	320.69	NA	NA	NA	NA	NA
309.04	309.04	0	309.04	NA	NA	NA	NA	NA
298.55	298.55	0	298.55	NA	NA	NA	NA	NA
240.94	240.94	0	240.94	NA	NA	NA	NA	NA
164.57	164.57	0	164.57	NA	NA	NA	NA	NA
94.63	94.63	0	94.63	NA	NA	NA	NA	NA
35.13	35.13	0	35.13	NA	NA	NA	NA	NA
9.37	9.37	0	9.37	NA	NA	NA	NA	NA
10.03	10.03	0	10.03	NA	NA	NA	NA	NA
10.2	10.2	0	10.2	NA	NA	NA	NA	NA
7.69	7.69	0	7.69	NA	NA	NA	NA	NA
10.4	10.4	0	10.4	NA	NA	NA	NA	NA
1.43	1.43	0	1.43	NA	NA	NA	NA	NA
-7.8	-7.8	0	-7.8	NA	NA	NA	NA	NA
NA	8.49061538461538	1	8.49061538461538	1	65	9.78625948028074	1	14
9.63	9.63	0	9.63	NA	NA	NA	NA	NA
NA	4.28275	1	4.28275	1	80	9.4087430354075	1	14
-4.71	-4.71	0	-4.71	NA	NA	NA	NA	NA
3.15	3.15	0	3.15	NA	NA	NA	NA	NA
NA	2.07255813953488	1	2.07255813953488	1	86	8.08344163540819	1	14
9.45	9.45	0	9.45	NA	NA	NA	NA	NA
4.49	4.49	0	4.49	NA	NA	NA	NA	NA
0.57	0.57	0	0.57	NA	NA	NA	NA	NA
NA	2.02694117647059	1	2.02694117647059	1	85	7.62205743745296	1	14
4.69	4.69	0	4.69	NA	NA	NA	NA	NA
-20.19	-20.19	0	-20.19	NA	NA	NA	NA	NA
NA	2.22583333333333	1	2.22583333333333	1	72	8.53579517653596	1	14
-6.57	-6.57	0	-6.57	NA	NA	NA	NA	NA
5.21	5.21	0	5.21	NA	NA	NA	NA	NA
45.02	45.02	0	45.02	NA	NA	NA	NA	NA
95	95	0	95	NA	NA	NA	NA	NA
149.89	149.89	0	149.89	NA	NA	NA	NA	NA
181.44	181.44	0	181.44	NA	NA	NA	NA	NA
202.07	202.07	0	202.07	NA	NA	NA	NA	NA
254.17	254.17	0	254.17	NA	NA	NA	NA	NA
313.83	313.83	0	313.83	NA	NA	NA	NA	NA
375.47	375.47	0	375.47	NA	NA	NA	NA	NA
362.45	362.45	0	362.45	NA	NA	NA	NA	NA
364.2	364.2	0	364.2	NA	NA	NA	NA	NA
415.47	415.47	0	415.47	NA	NA	NA	NA	NA
475.57	475.57	0	475.57	NA	NA	NA	NA	NA
476.94	476.94	0	476.94	NA	NA	NA	NA	NA
477.01	477.01	0	477.01	NA	NA	NA	NA	NA
498.71	498.71	0	498.71	NA	NA	NA	NA	NA
534.16	534.16	0	534.16	NA	NA	NA	NA	NA
533.01	533.01	0	533.01	NA	NA	NA	NA	NA
417.04	417.04	0	417.04	NA	NA	NA	NA	NA
394.15	394.15	0	394.15	NA	NA	NA	NA	NA
403.11	403.11	0	403.11	NA	NA	NA	NA	NA
305.01	305.01	0	305.01	NA	NA	NA	NA	NA
261.32	261.32	0	261.32	NA	NA	NA	NA	NA
175.62	175.62	0	175.62	NA	NA	NA	NA	NA
143.14	143.14	0	143.14	NA	NA	NA	NA	NA
99.87	99.87	0	99.87	NA	NA	NA	NA	NA
64.27	64.27	0	64.27	NA	NA	NA	NA	NA
55.86	55.86	0	55.86	NA	NA	NA	NA	NA
31.52	31.52	0	31.52	NA	NA	NA	NA	NA
19.68	19.68	0	19.68	NA	NA	NA	NA	NA
19.29	19.29	0	19.29	NA	NA	NA	NA	NA
5.92	5.92	0	5.92	NA	NA	NA	NA	NA
16.84	16.84	0	16.84	NA	NA	NA	NA	NA
-4.64	-4.64	0	-4.64	NA	NA	NA	NA	NA
NA	9.06714285714286	1	9.06714285714286	1	77	11.1810365606874	1	14
8.34	8.34	0	8.34	NA	NA	NA	NA	NA
23.58	23.58	0	23.58	NA	NA	NA	NA	NA
7.88	7.88	0	7.88	NA	NA	NA	NA	NA
NA	4.54277777777778	1	4.54277777777778	1	90	9.76514922508943	1	14
2.43	2.43	0	2.43	NA	NA	NA	NA	NA
-6.46	-6.46	0	-6.46	NA	NA	NA	NA	NA
-7.88	-7.88	0	-7.88	NA	NA	NA	NA	NA
-3.04	-3.04	0	-3.04	NA	NA	NA	NA	NA
NA	3.03177083333333	1	3.03177083333333	1	96	8.15825471464547	1	14
1.67	1.67	0	1.67	NA	NA	NA	NA	NA
-2.75	-2.75	0	-2.75	NA	NA	NA	NA	NA
1.65	1.65	0	1.65	NA	NA	NA	NA	NA
NA	1.88649484536082	1	1.88649484536082	1	97	7.16709509977676	1	14
12.33	12.33	0	12.33	NA	NA	NA	NA	NA
43.86	43.86	0	43.86	NA	NA	NA	NA	NA
81.05	81.05	0	81.05	NA	NA	NA	NA	NA
152.92	152.92	0	152.92	NA	NA	NA	NA	NA
172.56	172.56	0	172.56	NA	NA	NA	NA	NA
213.95	213.95	0	213.95	NA	NA	NA	NA	NA
235.05	235.05	0	235.05	NA	NA	NA	NA	NA
NA	340.735217391304	1	340.735217391304	1	23	47.1471983038774	2	14
NA	342.507916666667	1	342.507916666667	1	24	46.9215451559179	2	14
382.18	382.18	0	382.18	NA	NA	NA	NA	NA
367.48	367.48	0	367.48	NA	NA	NA	NA	NA
460.96	460.96	0	460.96	NA	NA	NA	NA	NA
418.93	418.93	0	418.93	NA	NA	NA	NA	NA
603.21	603.21	0	603.21	NA	NA	NA	NA	NA
615.4	615.4	0	615.4	NA	NA	NA	NA	NA
605.68	605.68	0	605.68	NA	NA	NA	NA	NA
533.05	533.05	0	533.05	NA	NA	NA	NA	NA
563.74	563.74	0	563.74	NA	NA	NA	NA	NA
508.54	508.54	0	508.54	NA	NA	NA	NA	NA
351.99	351.99	0	351.99	NA	NA	NA	NA	NA
293.28	293.28	0	293.28	NA	NA	NA	NA	NA
313.42	313.42	0	313.42	NA	NA	NA	NA	NA
246.37	246.37	0	246.37	NA	NA	NA	NA	NA
201.06	201.06	0	201.06	NA	NA	NA	NA	NA
118.43	118.43	0	118.43	NA	NA	NA	NA	NA
87.47	87.47	0	87.47	NA	NA	NA	NA	NA
76.78	76.78	0	76.78	NA	NA	NA	NA	NA
64.58	64.58	0	64.58	NA	NA	NA	NA	NA
54.11	54.11	0	54.11	NA	NA	NA	NA	NA
36.68	36.68	0	36.68	NA	NA	NA	NA	NA
39.34	39.34	0	39.34	NA	NA	NA	NA	NA
35.84	35.84	0	35.84	NA	NA	NA	NA	NA
28.08	28.08	0	28.08	NA	NA	NA	NA	NA
21.05	21.05	0	21.05	NA	NA	NA	NA	NA
14.95	14.95	0	14.95	NA	NA	NA	NA	NA
22.43	22.43	0	22.43	NA	NA	NA	NA	NA
8.11	8.11	0	8.11	NA	NA	NA	NA	NA
3.99	3.99	0	3.99	NA	NA	NA	NA	NA
NA	10.2235555555556	1	10.2235555555556	1	90	11.3740933024103	1	14
4.2	4.2	0	4.2	NA	NA	NA	NA	NA
5.3	5.3	0	5.3	NA	NA	NA	NA	NA
-3.01	-3.01	0	-3.01	NA	NA	NA	NA	NA
4.09	4.09	0	4.09	NA	NA	NA	NA	NA
NA	2.53345794392523	1	2.53345794392523	1	107	7.3486800384271	1	14
NA	2.50240740740741	1	2.50240740740741	1	108	7.32137440117548	1	14
2.8	2.8	0	2.8	NA	NA	NA	NA	NA
-7.97	-7.97	0	-7.97	NA	NA	NA	NA	NA
1.11	1.11	0	1.11	NA	NA	NA	NA	NA
5.87	5.87	0	5.87	NA	NA	NA	NA	NA
41.36	41.36	0	41.36	NA	NA	NA	NA	NA
71.41	71.41	0	71.41	NA	NA	NA	NA	NA
152.62	152.62	0	152.62	NA	NA	NA	NA	NA
178.83	178.83	0	178.83	NA	NA	NA	NA	NA
181.79	181.79	0	181.79	NA	NA	NA	NA	NA
284.58	284.58	0	284.58	NA	NA	NA	NA	NA
286.5	286.5	0	286.5	NA	NA	NA	NA	NA
358.86	358.86	0	358.86	NA	NA	NA	NA	NA
385.85	385.85	0	385.85	NA	NA	NA	NA	NA
507.43	507.43	0	507.43	NA	NA	NA	NA	NA
459.04	459.04	0	459.04	NA	NA	NA	NA	NA
487.87	487.87	0	487.87	NA	NA	NA	NA	NA
689.73	689.73	0	689.73	NA	NA	NA	NA	NA
615.94	615.94	0	615.94	NA	NA	NA	NA	NA
623.91	623.91	0	623.91	NA	NA	NA	NA	NA
582.18	582.18	0	582.18	NA	NA	NA	NA	NA
578.59	578.59	0	578.59	NA	NA	NA	NA	NA
556.38	556.38	0	556.38	NA	NA	NA	NA	NA
487.83	487.83	0	487.83	NA	NA	NA	NA	NA
423.83	423.83	0	423.83	NA	NA	NA	NA	NA
345.33	345.33	0	345.33	NA	NA	NA	NA	NA
279.67	279.67	0	279.67	NA	NA	NA	NA	NA
161.59	161.59	0	161.59	NA	NA	NA	NA	NA
115.85	115.85	0	115.85	NA	NA	NA	NA	NA
116.58	116.58	0	116.58	NA	NA	NA	NA	NA
67.69	67.69	0	67.69	NA	NA	NA	NA	NA
53.33	53.33	0	53.33	NA	NA	NA	NA	NA
22.43	22.43	0	22.43	NA	NA	NA	NA	NA
11.89	11.89	0	11.89	NA	NA	NA	NA	NA
14.28	14.28	0	14.28	NA	NA	NA	NA	NA
NA	9.67550561797753	1	9.67550561797753	1	89	11.0147525052908	1	14
6.86	6.86	0	6.86	NA	NA	NA	NA	NA
-7.05	-7.05	0	-7.05	NA	NA	NA	NA	NA
-0.75	-0.75	0	-0.75	NA	NA	NA	NA	NA
NA	2.60046296296296	1	2.60046296296296	1	108	7.97031705701032	1	14
-1.23	-1.23	0	-1.23	NA	NA	NA	NA	NA
3.36	3.36	0	3.36	NA	NA	NA	NA	NA
7.5	7.5	0	7.5	NA	NA	NA	NA	NA
0.96	0.96	0	0.96	NA	NA	NA	NA	NA
NA	2.37925925925926	1	2.37925925925926	1	108	7.72349113639846	1	14
NA	2.3931914893617	1	2.3931914893617	1	94	8.12101604067065	1	14
8.01	8.01	0	8.01	NA	NA	NA	NA	NA
NA	3.818	1	3.818	1	65	7.96993122617755	1	14
1.22	1.22	0	1.22	NA	NA	NA	NA	NA
17.21	17.21	0	17.21	NA	NA	NA	NA	NA
NA	3.15595238095238	1	3.15595238095238	1	42	8.60141368401327	1	14
12.51	12.51	0	12.51	NA	NA	NA	NA	NA
18.98	18.98	0	18.98	NA	NA	NA	NA	NA
NA	58.0004761904762	1	58.0004761904762	1	21	21.2964899634166	1	14
49.6	49.6	0	49.6	NA	NA	NA	NA	NA
62.96	62.96	0	62.96	NA	NA	NA	NA	NA
186.82	186.82	0	186.82	NA	NA	NA	NA	NA
241.91	241.91	0	241.91	NA	NA	NA	NA	NA
258.88	258.88	0	258.88	NA	NA	NA	NA	NA
311.96	311.96	0	311.96	NA	NA	NA	NA	NA
341.72	341.72	0	341.72	NA	NA	NA	NA	NA
413.43	413.43	0	413.43	NA	NA	NA	NA	NA
380.74	380.74	0	380.74	NA	NA	NA	NA	NA
423.31	423.31	0	423.31	NA	NA	NA	NA	NA
469.3	469.3	0	469.3	NA	NA	NA	NA	NA
487.11	487.11	0	487.11	NA	NA	NA	NA	NA
439.92	439.92	0	439.92	NA	NA	NA	NA	NA
442.97	442.97	0	442.97	NA	NA	NA	NA	NA
455.92	455.92	0	455.92	NA	NA	NA	NA	NA
493.15	493.15	0	493.15	NA	NA	NA	NA	NA
458.47	458.47	0	458.47	NA	NA	NA	NA	NA
414.79	414.79	0	414.79	NA	NA	NA	NA	NA
282.56	282.56	0	282.56	NA	NA	NA	NA	NA
306.46	306.46	0	306.46	NA	NA	NA	NA	NA
232.14	232.14	0	232.14	NA	NA	NA	NA	NA
203.62	203.62	0	203.62	NA	NA	NA	NA	NA
145.08	145.08	0	145.08	NA	NA	NA	NA	NA
108.37	108.37	0	108.37	NA	NA	NA	NA	NA
62.2	62.2	0	62.2	NA	NA	NA	NA	NA
58.72	58.72	0	58.72	NA	NA	NA	NA	NA
15.47	15.47	0	15.47	NA	NA	NA	NA	NA
17.96	17.96	0	17.96	NA	NA	NA	NA	NA
6.44	6.44	0	6.44	NA	NA	NA	NA	NA
6.74	6.74	0	6.74	NA	NA	NA	NA	NA
NA	6.89901408450704	1	6.89901408450704	1	71	9.86393780465411	1	14
21.37	21.37	0	21.37	NA	NA	NA	NA	NA
17.62	17.62	0	17.62	NA	NA	NA	NA	NA
NA	3.21330357142857	1	3.21330357142857	1	112	7.8510357827467	1	14
4.18	4.18	0	4.18	NA	NA	NA	NA	NA
2.43	2.43	0	2.43	NA	NA	NA	NA	NA
5.11	5.11	0	5.11	NA	NA	NA	NA	NA
5.84	5.84	0	5.84	NA	NA	NA	NA	NA
-2.05	-2.05	0	-2.05	NA	NA	NA	NA	NA
0.38	0.38	0	0.38	NA	NA	NA	NA	NA
4.91	4.91	0	4.91	NA	NA	NA	NA	NA
3.46	3.46	0	3.46	NA	NA	NA	NA	NA
4.87	4.87	0	4.87	NA	NA	NA	NA	NA
6.4	6.4	0	6.4	NA	NA	NA	NA	NA
-1.72	-1.72	0	-1.72	NA	NA	NA	NA	NA
6.12	6.12	0	6.12	NA	NA	NA	NA	NA
32.48	32.48	0	32.48	NA	NA	NA	NA	NA
71.51	71.51	0	71.51	NA	NA	NA	NA	NA
65.68	65.68	0	65.68	NA	NA	NA	NA	NA
128.37	128.37	0	128.37	NA	NA	NA	NA	NA
160.59	160.59	0	160.59	NA	NA	NA	NA	NA
177.69	177.69	0	177.69	NA	NA	NA	NA	NA
277.25	277.25	0	277.25	NA	NA	NA	NA	NA
404.05	404.05	0	404.05	NA	NA	NA	NA	NA
442.87	442.87	0	442.87	NA	NA	NA	NA	NA
435.25	435.25	0	435.25	NA	NA	NA	NA	NA
450.78	450.78	0	450.78	NA	NA	NA	NA	NA
444.85	444.85	0	444.85	NA	NA	NA	NA	NA
454.79	454.79	0	454.79	NA	NA	NA	NA	NA
528.17	528.17	0	528.17	NA	NA	NA	NA	NA
356.2	356.2	0	356.2	NA	NA	NA	NA	NA
525.23	525.23	0	525.23	NA	NA	NA	NA	NA
450.54	450.54	0	450.54	NA	NA	NA	NA	NA
341.52	341.52	0	341.52	NA	NA	NA	NA	NA
376.69	376.69	0	376.69	NA	NA	NA	NA	NA
371.19	371.19	0	371.19	NA	NA	NA	NA	NA
333.22	333.22	0	333.22	NA	NA	NA	NA	NA
250.31	250.31	0	250.31	NA	NA	NA	NA	NA
273.65	273.65	0	273.65	NA	NA	NA	NA	NA
198.44	198.44	0	198.44	NA	NA	NA	NA	NA
149.22	149.22	0	149.22	NA	NA	NA	NA	NA
34.65	34.65	0	34.65	NA	NA	NA	NA	NA
30.52	30.52	0	30.52	NA	NA	NA	NA	NA
26.75	26.75	0	26.75	NA	NA	NA	NA	NA
36.51	36.51	0	36.51	NA	NA	NA	NA	NA
20.76	20.76	0	20.76	NA	NA	NA	NA	NA
14.28	14.28	0	14.28	NA	NA	NA	NA	NA
3.22	3.22	0	3.22	NA	NA	NA	NA	NA
NA	14.3160377358491	1	14.3160377358491	1	53	10.1833597938429	1	14
3.07	3.07	0	3.07	NA	NA	NA	NA	NA
22.09	22.09	0	22.09	NA	NA	NA	NA	NA
NA	3.5959	1	3.5959	1	100	8.3440164365208	1	14
-3.75	-3.75	0	-3.75	NA	NA	NA	NA	NA
0.65	0.65	0	0.65	NA	NA	NA	NA	NA
6.59	6.59	0	6.59	NA	NA	NA	NA	NA
14.01	14.01	0	14.01	NA	NA	NA	NA	NA
NA	2.90772727272727	1	2.90772727272727	1	110	7.16919770300373	1	14
5.68	5.68	0	5.68	NA	NA	NA	NA	NA
27.85	27.85	0	27.85	NA	NA	NA	NA	NA
NA	3.263625	1	3.263625	1	80	8.02910358723544	1	14
1.67	1.67	0	1.67	NA	NA	NA	NA	NA
NA	3.22544554455446	1	3.22544554455446	1	101	7.19416326263902	1	14
-10.39	-10.39	0	-10.39	NA	NA	NA	NA	NA
-3.91	-3.91	0	-3.91	NA	NA	NA	NA	NA
16.53	16.53	0	16.53	NA	NA	NA	NA	NA
47.66	47.66	0	47.66	NA	NA	NA	NA	NA
73.8	73.8	0	73.8	NA	NA	NA	NA	NA
119.11	119.11	0	119.11	NA	NA	NA	NA	NA
201.31	201.31	0	201.31	NA	NA	NA	NA	NA
231	231	0	231	NA	NA	NA	NA	NA
241.65	241.65	0	241.65	NA	NA	NA	NA	NA
249.62	249.62	0	249.62	NA	NA	NA	NA	NA
361.13	361.13	0	361.13	NA	NA	NA	NA	NA
419.13	419.13	0	419.13	NA	NA	NA	NA	NA
387.08	387.08	0	387.08	NA	NA	NA	NA	NA
513.17	513.17	0	513.17	NA	NA	NA	NA	NA
490.14	490.14	0	490.14	NA	NA	NA	NA	NA
502.47	502.47	0	502.47	NA	NA	NA	NA	NA
456.58	456.58	0	456.58	NA	NA	NA	NA	NA
482.52	482.52	0	482.52	NA	NA	NA	NA	NA
406.78	406.78	0	406.78	NA	NA	NA	NA	NA
387.89	387.89	0	387.89	NA	NA	NA	NA	NA
436.07	436.07	0	436.07	NA	NA	NA	NA	NA
408.98	408.98	0	408.98	NA	NA	NA	NA	NA
402.22	402.22	0	402.22	NA	NA	NA	NA	NA
300.72	300.72	0	300.72	NA	NA	NA	NA	NA
387.93	387.93	0	387.93	NA	NA	NA	NA	NA
203.66	203.66	0	203.66	NA	NA	NA	NA	NA
130.01	130.01	0	130.01	NA	NA	NA	NA	NA
